Date,Close
2015-12-14,34.290001
2015-12-11,34.310001
2015-12-10,35.639999
2015-12-09,35.310001
2015-12-08,36.02
2015-12-07,36.349998
2015-12-04,36.810001
2015-12-03,36.009998
2015-12-02,36.759998
2015-12-01,36.919998
2015-11-30,36.630001
2015-11-27,36.740002
2015-11-25,36.540001
2015-11-24,36.34
2015-11-23,36.57
2015-11-20,36.889999
2015-11-19,36.580002
2015-11-18,36.880001
2015-11-17,36.189999
2015-11-16,36.02
2015-11-13,35.700001
2015-11-12,36.040001
2015-11-11,36.75
2015-11-10,36.639999
2015-11-09,36.950001
2015-11-06,37.259998
2015-11-05,36.209999
2015-11-04,36.310001
2015-11-03,36.130001
2015-11-02,36.119999
2015-10-30,34.470001
2015-10-29,34.959999
2015-10-28,34.889999
2015-10-27,33.279999
2015-10-26,33.830002
2015-10-23,33.93
2015-10-22,32.959999
2015-10-21,32.259998
2015-10-20,32.560001
2015-10-19,32.200001
2015-10-16,32.18
2015-10-15,31.700001
2015-10-14,31.08
2015-10-13,31.66
2015-10-12,32.080002
2015-10-09,31.870001
2015-10-08,32.150002
2015-10-07,32.040001
2015-10-06,31.51
2015-10-05,32.09
2015-10-02,31.17
2015-10-01,32.049999
2015-09-30,31.84
2015-09-29,30.99
2015-09-28,30.74
2015-09-25,32.439999
2015-09-24,31.73
2015-09-23,32.279999
2015-09-22,32.200001
2015-09-21,32.700001
2015-09-18,32.23
2015-09-17,33.380001
2015-09-16,34.619999
2015-09-15,34.16
2015-09-14,33.52
2015-09-11,33.84
2015-09-10,33.75
2015-09-09,33.400002
2015-09-08,33.830002
2015-09-04,32.389999
2015-09-03,32.709999
2015-09-02,32.529999
2015-09-01,32.130001
2015-08-31,33.459999
2015-08-28,33.639999
2015-08-27,33.52
2015-08-26,32.369999
2015-08-25,30.82
2015-08-24,31.16
2015-08-21,32.790001
2015-08-20,33.93
2015-08-19,34.93
2015-08-18,35.720001
2015-08-17,36.220001
2015-08-14,36.470001
2015-08-13,36.150002
2015-08-12,36.27
2015-08-11,36.93
2015-08-10,37.759998
2015-08-07,37.049999
2015-08-06,37.169998
2015-08-05,37.470001
2015-08-04,37.18
2015-08-03,36.599998
2015-07-31,36.73
2015-07-30,37.259998
2015-07-29,36.98
2015-07-28,36.540001
2015-07-27,36.25
2015-07-24,36.98
2015-07-23,37.209999
2015-07-22,37.290001
2015-07-21,37.73
2015-07-20,38.360001
2015-07-17,38.5
2015-07-16,38.34
2015-07-15,37.450001
2015-07-14,37.389999
2015-07-13,37.169998
2015-07-10,36.740002
2015-07-09,36.290001
2015-07-08,35.919998
2015-07-07,36.650002
2015-07-06,36.970001
2015-07-02,37.259998
2015-07-01,37.470001
2015-06-30,36.82
2015-06-29,36.73
2015-06-26,38.150002
2015-06-25,37.779999
2015-06-24,37.610001
2015-06-23,38.029999
2015-06-22,37.790001
2015-06-19,37.09
2015-06-18,37.400002
2015-06-17,38.060001
2015-06-16,38.299999
2015-06-15,38.110001
2015-06-12,38.32
2015-06-11,38.529999
2015-06-10,38.59
2015-06-09,38.400002
2015-06-08,38.200001
2015-06-05,38.509998
2015-06-04,37.91
2015-06-03,38.25
2015-06-02,37.400002
2015-06-01,36.959999
2015-05-29,37.150002
2015-05-28,37.610001
2015-05-27,37.560001
2015-05-26,36.93
2015-05-22,37.080002
2015-05-21,37.02
2015-05-20,37.27
2015-05-19,37.700001
2015-05-18,37.57
2015-05-15,36.720001
2015-05-14,37.040001
2015-05-13,36.849998
2015-05-12,36.779999
2015-05-11,37.09
