Date,Close
2016-05-09,28.48
2016-05-06,28.4
2016-05-05,28.799999
2016-05-04,28.809999
2016-05-03,29.290001
2016-05-02,30
2016-04-29,29.83
2016-04-28,30.52
2016-04-27,31.639999
2016-04-26,31.98
2016-04-25,31.76
2016-04-22,31.76
2016-04-21,31.299999
2016-04-20,31.049999
2016-04-19,30.98
2016-04-18,31.65
2016-04-15,31.700001
2016-04-14,32.32
2016-04-13,32.400002
2016-04-12,31
2016-04-11,30.530001
2016-04-08,29.879999
2016-04-07,29.879999
2016-04-06,31.549999
2016-04-05,31.200001
2016-04-04,31.639999
2016-04-01,32.25
2016-03-31,31.530001
2016-03-30,31.620001
2016-03-29,31.139999
2016-03-28,31.08
2016-03-24,31.18
2016-03-23,31.27
2016-03-22,31.59
2016-03-21,31.52
2016-03-18,31.690001
2016-03-17,31.049999
2016-03-16,30.42
2016-03-15,31.16
2016-03-14,31.52
2016-03-11,31.93
2016-03-10,30.65
2016-03-09,30.280001
2016-03-08,30.35
2016-03-07,31.51
2016-03-04,31.049999
2016-03-03,31.040001
2016-03-02,30.549999
2016-03-01,30.040001
2016-02-29,28.58
2016-02-26,29.17
2016-02-25,28.299999
2016-02-24,27.799999
2016-02-23,27.790001
2016-02-22,28.049999
2016-02-19,27.889999
2016-02-18,27.67
2016-02-17,27.860001
2016-02-16,27.07
2016-02-12,26.280001
2016-02-11,25.68
2016-02-10,26.33
2016-02-09,26.360001
2016-02-08,26.389999
2016-02-05,27.16
2016-02-04,27.08
2016-02-03,26.17
2016-02-02,26.049999
2016-02-01,27.530001
2016-01-29,27.58
2016-01-28,27.35
2016-01-27,28.27
2016-01-26,28.809999
2016-01-25,28.459999
2016-01-22,29.040001
2016-01-21,27.969999
2016-01-20,28.309999
2016-01-19,28.93
2016-01-15,29.110001
2016-01-14,30.290001
2016-01-13,30.01
2016-01-12,31.110001
2016-01-11,30.67
2016-01-08,31.02
2016-01-07,31.030001
2016-01-06,32.34
2016-01-05,33.41
2016-01-04,33.59
2015-12-31,34.709999
2015-12-30,35.16
2015-12-29,35.209999
2015-12-28,34.959999
2015-12-24,34.860001
2015-12-23,34.919998
2015-12-22,34.73
2015-12-21,33.970001
2015-12-18,33.779999
2015-12-17,34.830002
2015-12-16,35.700001
2015-12-15,35.470001
