Date,Close
2016-05-09,43.889999
2016-05-06,44.41
2016-05-05,44.23
2016-05-04,44.66
2016-05-03,45.57
2016-05-02,46.68
2016-04-29,46.279999
2016-04-28,46.73
2016-04-27,47.330002
2016-04-26,47.099998
2016-04-25,46.689999
2016-04-22,46.970001
2016-04-21,46.599998
2016-04-20,46.740002
2016-04-19,45.630001
2016-04-18,45.110001
2016-04-15,44.919998
2016-04-14,44.98
2016-04-13,44.25
2016-04-12,41.900002
2016-04-11,41.119999
2016-04-08,40.470001
2016-04-07,40.27
2016-04-06,41.860001
2016-04-05,41.509998
2016-04-04,42.060001
2016-04-01,42.470001
2016-03-31,41.75
2016-03-30,41.880001
2016-03-29,41.720001
2016-03-28,41.919998
2016-03-24,41.939999
2016-03-23,42.369999
2016-03-22,43.380001
2016-03-21,43.599998
2016-03-18,43.540001
2016-03-17,42.849998
2016-03-16,42.23
2016-03-15,42.59
2016-03-14,42.669998
2016-03-11,42.990002
2016-03-10,41.369999
2016-03-09,41.150002
2016-03-08,41.049999
2016-03-07,42.610001
2016-03-04,42.830002
2016-03-03,42.830002
2016-03-02,42.220001
2016-03-01,41.27
2016-02-29,38.849998
2016-02-26,39.5
2016-02-25,38.619999
2016-02-24,38.09
2016-02-23,38.220001
2016-02-22,39.52
2016-02-19,38.990002
2016-02-18,38.919998
2016-02-17,39.779999
2016-02-16,38.889999
2016-02-12,37.540001
2016-02-11,34.98
2016-02-10,37.41
2016-02-09,37.509998
2016-02-08,37.810001
2016-02-05,39.860001
2016-02-04,40.790001
2016-02-03,40.360001
2016-02-02,40.419998
2016-02-01,42.48
2016-01-29,42.580002
2016-01-28,40.389999
2016-01-27,40.560001
2016-01-26,40.5
2016-01-25,39.549999
2016-01-22,41.060001
2016-01-21,40.150002
2016-01-20,40.490002
2016-01-19,41.939999
2016-01-15,42.470001
2016-01-14,45.380001
2016-01-13,45.189999
2016-01-12,46.880001
2016-01-11,46.849998
2016-01-08,46.130001
2016-01-07,47.560001
2016-01-06,50.119999
2016-01-05,50.860001
2016-01-04,51.130001
2015-12-31,51.75
2015-12-30,52.299999
2015-12-29,52.98
2015-12-28,52.380001
2015-12-24,52.709999
2015-12-23,52.630001
2015-12-22,52.009998
2015-12-21,51.790001
2015-12-18,51.209999
2015-12-17,52.84
2015-12-16,53.900002
2015-12-15,52.52
2015-12-14,51.099998
2015-12-11,51.110001
2015-12-10,52.650002
2015-12-09,52.810001
2015-12-08,53.389999
2015-12-07,54.400002
2015-12-04,55.09
2015-12-03,53.509998
2015-12-02,54.139999
2015-12-01,54.880001
2015-11-30,54.09
2015-11-27,54.209999
2015-11-25,54.080002
2015-11-24,54.18
2015-11-23,54.279999
2015-11-20,54.75
2015-11-19,55.060001
2015-11-18,54.98
2015-11-17,53.490002
2015-11-16,53.689999
2015-11-13,53.169998
2015-11-12,53.459999
2015-11-11,54.900002
2015-11-10,55.799999
2015-11-09,55.709999
2015-11-06,55.869999
2015-11-05,54.150002
2015-11-04,53.830002
2015-11-03,54.16
2015-11-02,53.830002
2015-10-30,53.169998
2015-10-29,53.66
2015-10-28,54.73
2015-10-27,52.610001
2015-10-26,53.110001
2015-10-23,53.639999
2015-10-22,52.509998
2015-10-21,51.810001
2015-10-20,52.84
2015-10-19,52.860001
2015-10-16,52.689999
2015-10-15,52.970001
2015-10-14,50.720001
2015-10-13,51.209999
2015-10-12,51.279999
2015-10-09,51.380001
2015-10-08,51.650002
2015-10-07,51.32
2015-10-06,51.060001
2015-10-05,51.16
2015-10-02,49.880001
2015-10-01,49.889999
2015-09-30,49.610001
2015-09-29,49
2015-09-28,49.029999
2015-09-25,50.549999
2015-09-24,49.130001
2015-09-23,50.119999
2015-09-22,50.380001
2015-09-21,50.709999
2015-09-18,50.290001
2015-09-17,51.650002
2015-09-16,52.59
2015-09-15,52
2015-09-14,50.98
2015-09-11,51.099998
2015-09-10,51.07
2015-09-09,50.880001
2015-09-08,51.650002
2015-09-04,50.59
2015-09-03,51.790001
2015-09-02,51.75
2015-09-01,50.939999
2015-08-31,53.48
2015-08-28,53.279999
2015-08-27,53.439999
2015-08-26,52.279999
2015-08-25,49.880001
2015-08-24,50.34
2015-08-21,53.599998
2015-08-20,55.330002
2015-08-19,57
2015-08-18,57.549999
2015-08-17,57.77
2015-08-14,57.59
2015-08-13,57.330002
2015-08-12,56.91
2015-08-11,57.639999
2015-08-10,58.740002
2015-08-07,57.91
2015-08-06,58.099998
2015-08-05,58.740002
2015-08-04,58.470001
2015-08-03,58.439999
2015-07-31,58.459999
2015-07-30,58.880001
2015-07-29,58.919998
2015-07-28,58.369999
2015-07-27,57.959999
2015-07-24,58.700001
2015-07-23,59.869999
2015-07-22,60.34
2015-07-21,59.099998
2015-07-20,58.849998
2015-07-17,58.75
2015-07-16,58.59
2015-07-15,56.459999
2015-07-14,55.91
2015-07-13,55.540001
2015-07-10,54.560001
2015-07-09,53.709999
2015-07-08,52.799999
2015-07-07,54.5
2015-07-06,55.080002
2015-07-02,55.369999
2015-07-01,55.68
2015-06-30,55.240002
2015-06-29,54.880001
2015-06-26,56.34
2015-06-25,56.189999
2015-06-24,56.66
2015-06-23,57.389999
2015-06-22,56.950001
2015-06-19,56.23
2015-06-18,56.759998
2015-06-17,56.540001
2015-06-16,57.07
2015-06-15,56.650002
2015-06-12,57.110001
2015-06-11,57.209999
2015-06-10,57.02
2015-06-09,56
2015-06-08,55.650002
2015-06-05,56.240002
2015-06-04,55.330002
2015-06-03,55.630001
2015-06-02,54.720001
2015-06-01,54.450001
2015-05-29,54.080002
2015-05-28,54.549999
2015-05-27,54.869999
2015-05-26,54.240002
2015-05-22,54.970001
2015-05-21,54.84
2015-05-20,54.889999
2015-05-19,55.330002
2015-05-18,54.669998
2015-05-15,54.240002
2015-05-14,54.599998
2015-05-13,54.200001
2015-05-12,53.740002
2015-05-11,53.970001
